Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2024-03-30,"Uncategorized","7-Eleven, Fresh, Breakfast Burger, Bacon, Egg & Cheese","1.00 pack",414.00,,,,,,,,,,,,,,1.50,,,,,,,,,,440.00,,27.00,0.50,,4.00,,26.50,21.00,9.00,,,3.00,0.00,,,,,,,,,,14.00,,,,,"Meals, Entrees, and Sidedishes"
2024-03-30,"Uncategorized","Quaker, Oaties Mini Oat Cookies, Honey Nuts","1.00 Package",125.72,,,,,,,,,,,,,,,,,,,,,,,,180.60,,20.92,0.96,,8.04,,19.96,4.09,1.66,1.39,0.68,1.83,0.00,,,,,,,,,,2.30,,,,,"Snacks"
2024-03-30,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-03-31,"Uncategorized","Century Tuna, Flakes in Oil","3.00 serving",300.00,,,,,,,,,,,,,,,,,,,,,,,,1140.00,,6.00,0.00,,0.00,,6.00,21.00,30.00,,,9.00,0.00,1.80,,,,,,,,,21.00,,,,,"Finfish and Shellfish Products"
2024-03-31,"Uncategorized","Rebisco, Crackers","1.00 Pack",150.00,,,,,,,,,,,,,,,,55.00,,1.00,,,,,,170.00,,23.00,0.00,,4.00,,23.00,5.00,3.00,,,3.00,0.00,,,,,,,,,,3.00,,,,,"Snacks"
2024-03-31,"Uncategorized","Quaker, Instant Oatmeal, Chocolate","64.00 g",259.88,,,,,,,,,,,,,,,,,,2.33,56.24,,,,,215.27,,48.48,5.43,,15.52,,43.05,4.85,0.00,,,0.97,0.00,,,,,,,,,,7.76,,,,,"Breakfast Cereals"
2024-03-31,"Uncategorized","Argentina Corned Beef","1.00 can",180.00,,,,,,,,,,,,,,,,,,,,,,,,520.00,,,2.00,,0.00,,,10.00,30.00,,,6.00,0.00,,,,,,,,,,12.00,,,,,""
2024-03-31,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-03-31,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-03-31,"Uncategorized","Quaker, Oaties Mini Oat Cookies, Honey Nuts","1.00 Package",125.72,,,,,,,,,,,,,,,,,,,,,,,,180.60,,20.92,0.96,,8.04,,19.96,4.09,1.66,1.39,0.68,1.83,0.00,,,,,,,,,,2.30,,,,,"Snacks"
2024-04-01,"Uncategorized","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-04-01,"Uncategorized","Argentina Corned Beef","1.00 can",180.00,,,,,,,,,,,,,,,,,,,,,,,,520.00,,,2.00,,0.00,,,10.00,30.00,,,6.00,0.00,,,,,,,,,,12.00,,,,,""
2024-04-01,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-04-01,"Uncategorized","Chicken Thigh, Skin Eaten","1.00 large",250.95,0.00,0.00,61.69,0.07,0.23,7.42,1.19,0.36,0.32,7.35,0.00,0.00,5.25,0.50,2.52,25.20,0.09,1.46,23.10,0.02,173.25,248.85,18.17,100.80,2.78,0.00,0.00,0.00,0.00,0.00,0.00,13.82,94.50,5.07,3.20,3.78,0.30,0.25,2.87,0.38,0.92,1.56,2.22,2.51,0.82,1.17,29.60,1.25,0.35,1.00,1.47,"Poultry Products"
2024-04-01,"Uncategorized","White Rice, Steamed","1.00 cup",205.41,0.00,0.00,108.14,0.26,0.02,2.33,0.62,0.15,0.00,67.63,0.00,0.00,0.00,0.06,0.00,15.80,0.11,1.90,18.96,0.75,67.94,55.30,11.85,1.58,0.77,44.51,0.54,36.34,0.05,0.00,43.95,0.44,0.00,0.14,0.12,0.12,0.00,0.02,0.10,0.09,0.10,0.18,0.35,0.15,0.10,0.23,4.25,0.15,0.05,0.14,0.26,"Cereal Grains and Pasta"
2024-04-01,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-01,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-01,"Uncategorized","Brown Rice, Steamed","1.00 cup",248.45,0.00,0.00,141.94,0.36,0.14,5.17,0.77,0.25,0.00,18.18,0.00,0.00,0.00,0.34,0.40,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,0.00,48.38,1.96,0.00,0.75,0.74,0.53,0.00,0.02,0.72,0.06,0.13,0.22,0.43,0.20,0.12,0.27,5.53,0.19,0.07,0.20,0.31,"Cereal Grains and Pasta"
2024-04-01,"Uncategorized","Chicken Breast, Skin Removed Before Cooking","1.00 medium - split",207.60,0.00,0.00,77.71,0.08,0.14,14.91,1.17,0.72,0.41,4.80,10.80,0.00,6.00,0.32,0.36,18.00,0.06,1.27,32.40,0.02,259.20,296.40,29.28,92.40,1.48,0.00,0.00,0.00,0.00,0.00,0.00,5.41,102.00,1.85,1.18,1.52,0.11,0.12,0.98,0.48,1.15,1.96,2.78,3.15,1.03,1.47,37.09,1.57,0.43,1.25,1.84,"Poultry Products"
2024-04-02,"Uncategorized","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-04-02,"Uncategorized","Century Tuna, Flakes in Oil","3.00 serving",300.00,,,,,,,,,,,,,,,,,,,,,,,,1140.00,,6.00,0.00,,0.00,,6.00,21.00,30.00,,,9.00,0.00,1.80,,,,,,,,,21.00,,,,,"Finfish and Shellfish Products"
2024-04-02,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-04-02,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-02,"Uncategorized","Sardines and Rice","1.00 full recipe",308.49,0.00,0.00,108.14,0.26,0.02,2.33,0.62,0.15,0.00,67.63,0.00,0.00,0.00,0.06,0.00,15.80,0.11,1.90,18.96,0.75,67.94,55.30,11.85,1238.65,0.77,50.70,0.54,36.34,4.17,0.00,50.13,5.60,32.99,0.14,0.12,2.18,0.00,0.02,0.10,0.09,0.10,0.18,0.35,0.15,0.10,0.23,16.62,0.15,0.05,0.14,0.26,""
2024-04-03,"Uncategorized","Egg and Corned Beef","1.00 full recipe",412.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,706.00,1.58,1.68,2.00,0.00,1.68,0.00,0.00,25.92,589.50,6.12,2.12,10.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-03,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-03,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-04-03,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-03,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-04-03,"Uncategorized","Gardenia, High Fiber Wheat Raisin Loaf","2.00 Slice",226.00,,,,1.80,2.11,19.60,,,,168.00,360.00,0.00,,,,100.00,,3.60,,,,,,254.00,,44.00,18.00,,16.00,,26.00,2.00,0.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Baked Products"
2024-04-03,"Uncategorized","Quaker, Instant Oatmeal, Chocolate","32.00 g",129.94,,,,,,,,,,,,,,,,,,1.16,28.12,,,,,107.64,,24.24,2.72,,7.76,,21.53,2.42,0.00,,,0.48,0.00,,,,,,,,,,3.88,,,,,"Breakfast Cereals"
2024-04-03,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-03,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-04,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-04,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-04,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-04,"Uncategorized","Century Tuna, Flakes in Oil","3.00 serving",300.00,,,,,,,,,,,,,,,,,,,,,,,,1140.00,,6.00,0.00,,0.00,,6.00,21.00,30.00,,,9.00,0.00,1.80,,,,,,,,,21.00,,,,,"Finfish and Shellfish Products"
2024-04-04,"Uncategorized","Eggs, Cooked","3.00 large",232.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,186.00,1.58,1.68,0.00,0.00,1.68,0.00,1.67,15.92,559.50,6.12,2.12,4.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,18.87,0.91,0.23,0.77,1.15,"Dairy and Egg Products"
2024-04-04,"Uncategorized","Sardines and Rice","1.00 full recipe",308.49,0.00,0.00,108.14,0.26,0.02,2.33,0.62,0.15,0.00,67.63,0.00,0.00,0.00,0.06,0.00,15.80,0.11,1.90,18.96,0.75,67.94,55.30,11.85,1238.65,0.77,50.70,0.54,36.34,4.17,0.00,50.13,5.60,32.99,0.14,0.12,2.18,0.00,0.02,0.10,0.09,0.10,0.18,0.35,0.15,0.10,0.23,16.62,0.15,0.05,0.14,0.26,""
2024-04-04,"Uncategorized","Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0.00,0.00,155.72,0.03,0.05,0.17,0.11,0.07,0.00,5.46,4.93,8.37,0.00,0.38,4.00,10.92,0.05,0.22,9.10,0.06,20.02,194.74,0.00,1.82,0.07,25.13,4.37,0.09,18.91,0.00,19.30,0.31,0.00,0.01,0.09,0.05,0.00,0.02,0.08,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.47,0.01,0.00,0.00,0.02,"Fruits and Fruit Juices"
2024-04-04,"Uncategorized","Quaker, Instant Oatmeal, Chocolate","32.00 g",129.94,,,,,,,,,,,,,,,,,,1.16,28.12,,,,,107.64,,24.24,2.72,,7.76,,21.53,2.42,0.00,,,0.48,0.00,,,,,,,,,,3.88,,,,,"Breakfast Cereals"
2024-04-05,"Uncategorized","Egg and Corned Beef","1.00 full recipe",412.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,706.00,1.58,1.68,2.00,0.00,1.68,0.00,0.00,25.92,589.50,6.12,2.12,10.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-05,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-05,"Uncategorized","Hosen Baked Beans","1.00 can",226.58,,,,,,,,,,,,,,,,,,,,,,,,1200.00,,39.90,14.70,,10.50,,25.20,0.00,0.00,,,0.00,0.00,,,,,,,,,,17.10,,,,,""
2024-04-05,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-05,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-05,"Uncategorized","Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0.00,0.00,155.72,0.03,0.05,0.17,0.11,0.07,0.00,5.46,4.93,8.37,0.00,0.38,4.00,10.92,0.05,0.22,9.10,0.06,20.02,194.74,0.00,1.82,0.07,25.13,4.37,0.09,18.91,0.00,19.30,0.31,0.00,0.01,0.09,0.05,0.00,0.02,0.08,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.47,0.01,0.00,0.00,0.02,"Fruits and Fruit Juices"
2024-04-05,"Uncategorized","Chicken with Gravy","1.00 cup",297.46,0.00,0.00,120.82,0.10,0.27,13.16,1.57,0.67,0.50,9.22,23.03,0.00,7.12,0.43,3.47,28.39,0.13,1.88,36.15,0.10,286.74,383.28,31.47,272.95,3.26,1.93,0.14,1.55,0.28,0.04,1.77,12.54,126.87,4.68,2.93,3.39,0.36,0.20,2.23,0.53,1.29,2.19,3.12,3.53,1.15,1.65,41.69,1.76,0.49,1.40,2.06,"Meals, Entrees, and Sidedishes"
2024-04-05,"Uncategorized","White Rice, Steamed","1.00 cup",205.41,0.00,0.00,108.14,0.26,0.02,2.33,0.62,0.15,0.00,67.63,0.00,0.00,0.00,0.06,0.00,15.80,0.11,1.90,18.96,0.75,67.94,55.30,11.85,1.58,0.77,44.51,0.54,36.34,0.05,0.00,43.95,0.44,0.00,0.14,0.12,0.12,0.00,0.02,0.10,0.09,0.10,0.18,0.35,0.15,0.10,0.23,4.25,0.15,0.05,0.14,0.26,"Cereal Grains and Pasta"
2024-04-05,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-06,"Uncategorized","Egg and Tuna","1.00 full recipe",432.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,946.00,1.58,5.68,0.00,0.00,1.68,0.00,5.67,29.92,579.50,6.12,2.12,10.90,0.00,1.30,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,32.87,0.91,0.23,0.77,1.15,""
2024-04-06,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-06,"Uncategorized","White Rice, Steamed","1.00 cup",205.41,0.00,0.00,108.14,0.26,0.02,2.33,0.62,0.15,0.00,67.63,0.00,0.00,0.00,0.06,0.00,15.80,0.11,1.90,18.96,0.75,67.94,55.30,11.85,1.58,0.77,44.51,0.54,36.34,0.05,0.00,43.95,0.44,0.00,0.14,0.12,0.12,0.00,0.02,0.10,0.09,0.10,0.18,0.35,0.15,0.10,0.23,4.25,0.15,0.05,0.14,0.26,"Cereal Grains and Pasta"
2024-04-06,"Uncategorized","Chicken with Gravy","1.00 cup",297.46,0.00,0.00,120.82,0.10,0.27,13.16,1.57,0.67,0.50,9.22,23.03,0.00,7.12,0.43,3.47,28.39,0.13,1.88,36.15,0.10,286.74,383.28,31.47,272.95,3.26,1.93,0.14,1.55,0.28,0.04,1.77,12.54,126.87,4.68,2.93,3.39,0.36,0.20,2.23,0.53,1.29,2.19,3.12,3.53,1.15,1.65,41.69,1.76,0.49,1.40,2.06,"Meals, Entrees, and Sidedishes"
2024-04-06,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-07,"Uncategorized","Egg and Corned Beef","1.00 full recipe",412.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,706.00,1.58,1.68,2.00,0.00,1.68,0.00,0.00,25.92,589.50,6.12,2.12,10.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-07,"Uncategorized","Collagen Vit C Zinc","1.00  capsule",,,,,,,,,,,,,100.00,,,,,,,,,,,,0.00,4.00,0.00,0.00,,0.00,,0.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-08,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-08,"Uncategorized","Egg and Tuna","1.00 full recipe",432.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,946.00,1.58,5.68,0.00,0.00,1.68,0.00,5.67,29.92,579.50,6.12,2.12,10.90,0.00,1.30,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,32.87,0.91,0.23,0.77,1.15,""
2024-04-08,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-08,"Uncategorized","Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0.00,0.00,88.39,0.04,0.09,0.78,0.39,0.43,0.00,23.60,3.79,10.27,0.00,0.15,0.59,5.90,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,0.00,23.87,0.39,0.00,0.04,0.09,0.13,0.00,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,"Fruits and Fruit Juices"
2024-04-08,"Uncategorized","Quaker, Instant Oatmeal, Chocolate","64.00 g",259.88,,,,,,,,,,,,,,,,,,2.33,56.24,,,,,215.27,,48.48,5.43,,15.52,,43.05,4.85,0.00,,,0.97,0.00,,,,,,,,,,7.76,,,,,"Breakfast Cereals"
2024-04-08,"Uncategorized","Apple, Fresh, With Skin","1.00 medium - 3"" diameter",94.64,0.00,0.00,155.72,0.03,0.05,0.17,0.11,0.07,0.00,5.46,4.93,8.37,0.00,0.38,4.00,10.92,0.05,0.22,9.10,0.06,20.02,194.74,0.00,1.82,0.07,25.13,4.37,0.09,18.91,0.00,19.30,0.31,0.00,0.01,0.09,0.05,0.00,0.02,0.08,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.47,0.01,0.00,0.00,0.02,"Fruits and Fruit Juices"
2024-04-09,"Uncategorized","Selecta, Non Fat Milk","1.00 x 8.28 fl oz (245ml)",90.00,,,,1.20,1.30,16.00,,1.30,1.60,,150.00,,200.00,,,284.00,,,29.00,,217.00,,,130.00,0.90,13.00,0.00,,12.00,,13.00,0.00,5.00,,,0.00,0.00,,,,,,,,,,8.00,,,,,"Dairy and Egg Products"
2024-04-09,"Uncategorized","C-Lium Fibre","1.00 Pack",30.00,,,,,,,,,,,,,,,,,,,,,,,,30.00,,7.00,5.00,,2.00,,2.00,0.00,0.00,,,0.00,0.00,,,,,,,,,,0.00,,,,,""
2024-04-09,"Uncategorized","Nescafe, Instant Coffee ","1.00 tsp",5.00,,70.00,0.56,,,,,,,,,,,,,,,,,,,,,2.00,,0.87,,,0.01,,0.87,0.00,,,,,,,,,,,,,,,0.30,,,,,"Beverages"
2024-04-09,"Uncategorized","Egg and Corned Beef","1.00 full recipe",412.50,0.00,0.00,111.93,0.10,0.77,0.10,2.10,0.18,1.67,66.00,224.00,0.00,130.50,1.55,0.45,75.00,0.02,1.79,15.00,0.04,258.00,189.00,46.20,706.00,1.58,1.68,2.00,0.00,1.68,0.00,0.00,25.92,589.50,6.12,2.12,10.90,0.00,0.10,1.97,0.44,0.45,1.03,1.61,1.36,0.59,1.00,30.87,0.91,0.23,0.77,1.15,""
2024-04-09,"Uncategorized","Chicken and Veggies","1.00 full recipe",467.40,0.00,0.00,80.89,0.08,0.15,14.91,1.19,0.72,0.44,5.40,147.63,0.00,8.06,0.79,1.76,42.80,0.06,2.00,32.80,0.02,264.00,301.20,29.48,884.60,1.49,20.01,2.10,0.00,4.41,0.00,17.88,22.43,146.00,6.05,1.78,13.60,0.76,0.18,1.42,0.48,1.16,1.97,2.80,3.16,1.03,1.48,41.66,1.57,0.44,1.26,1.85,""
2024-04-09,"Uncategorized","Shrimp Pasta","1.00 full recipe",330.22,0.00,0.00,68.67,0.13,0.07,3.21,0.54,0.23,1.53,65.21,217.83,0.00,5.66,2.46,1.77,120.21,0.26,0.66,39.53,0.14,300.99,182.33,51.70,1268.07,1.64,13.25,0.44,8.24,1.96,0.00,12.80,20.37,234.90,4.55,1.20,12.40,0.69,0.34,0.57,0.27,0.49,1.01,1.88,2.00,0.62,0.97,23.10,0.87,0.26,0.81,1.04,""
2024-04-09,"Uncategorized","Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0.00,0.00,75.66,0.03,0.07,0.67,0.34,0.37,0.00,20.20,3.24,8.79,0.00,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,0.00,20.43,0.33,0.00,0.03,0.07,0.11,0.00,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.10,0.03,0.01,0.01,0.05,"Fruits and Fruit Juices"
